bhk,type,locality,area,price,price_unit,region,status,age,price _INR,Rent_price
1,Apartment,Ayodhya Construction Co Saffron Residency Phase 1,450,1.05,Cr,Kurla,Ready to move,New,10500000,8750
1,Apartment,Reputed Builder Shree Complex,715,48,L,Ulwe,Ready to move,Resale,4800000,4000
2,Apartment,Shree Ramdev Heights,1070,76,L,Mira Road East,Under Construction,New,7600000,6333.333333
2,Apartment,Elite The Crown,534,1.18,Cr,Chembur,Under Construction,New,11800000,9833.333333
2,Apartment,Runwal Gardens,653,60.89,L,Dombivali,Under Construction,Unknown,6089000,5074.166667
2,Apartment,Haware Altura,650,1.1,Cr,Vikhroli,Under Construction,Resale,11000000,9166.666667
4,Apartment,Indiabulls Park,1863,1.72,Cr,Panvel,Under Construction,New,17200000,14333.33333
2,Apartment,SD Siennaa At Sarova,910,1.25,Cr,Kandivali East,Ready to move,Unknown,12500000,10416.66667
1,Studio Apartment,Haware Haware Citi,325,31.99,L,Thane West,Ready to move,Resale,3199000,2665.833333
4,Apartment,Sheth Avalon,2579,4.5,Cr,Thane West,Ready to move,Unknown,45000000,37500
1,Apartment,Ajay Bhav Residency,560,22.4,L,Kasheli,Ready to move,New,2240000,1866.666667
1,Apartment,SKD Pinnacolo NX,782,65.33,L,Mira Road East,Ready to move,Resale,6533000,5444.166667
2,Apartment,Runwal Avenue Wing J,665,1.06,Cr,Kanjurmarg,Under Construction,New,10600000,8833.333333
2,Apartment,Siddhivinayak Heritage,950,59,L,Ulwe,Ready to move,New,5900000,4916.666667
2,Apartment,Lakhani Empire Towers,696,2,Cr,Thane West,Under Construction,New,20000000,16666.66667
1,Apartment,Imperial Splendora,530,41,L,Vasai,Ready to move,Resale,4100000,3416.666667
2,Apartment,Mantri Park,630,75,L,Goregaon East,Ready to move,Unknown,7500000,6250
2,Apartment,Kalpataru Srishti Namaah,1170,1.08,Cr,Mira Road East,Under Construction,New,10800000,9000
2,Apartment,Reputed Builder Nutan Gangotri,430,1.25,Cr,Andheri West,Ready to move,Resale,12500000,10416.66667
3,Apartment,Hiranandani Meadows,1795,3.65,Cr,Thane West,Ready to move,Unknown,36500000,30416.66667
1,Apartment,Bhoomi Acres,750,69.5,L,Thane West,Ready to move,Resale,6950000,5791.666667
2,Apartment,Ruparel Mumbai XL,868,1.32,Cr,Kandivali West,Under Construction,New,13200000,11000
1,Apartment,Runwal My City,729,41.2,L,Dombivali,Ready to move,New,4120000,3433.333333
2,Apartment,Kalpataru Parkcity,983,1.15,Cr,Thane West,Under Construction,New,11500000,9583.333333
1,Apartment,Kalpataru Srishti,700,71,L,Mira Road East,Under Construction,New,7100000,5916.666667
3,Apartment,Laxmi Laxmi Icon,1460,3.1,Cr,Seawoods,Ready to move,Resale,31000000,25833.33333
1,Apartment,Dimples 19 North,321,87.25,L,Kandivali West,Under Construction,New,8725000,7270.833333
5,Villa,Lodha World One,6700,34,Cr,Lower Parel,Ready to move,Resale,340000000,283333.3333
2,Apartment,Mayfair Hillcrest,1150,1.65,Cr,Vikhroli,Ready to move,Resale,16500000,13750
1,Apartment,Ritu Gardenia,655,32.5,L,Naigaon East,Ready to move,Resale,3250000,2708.333333
1,Apartment,Runwal Avenue Wing M,368,1.08,Cr,Kanjurmarg,Under Construction,New,10800000,9000
2,Apartment,Sheth Grandeur,1050,2.25,Cr,Kandivali East,Ready to move,Resale,22500000,18750
2,Apartment,Reputed Builder Vajransh Cooperative Housing Society,735,1.55,Cr,Borivali West,Ready to move,Resale,15500000,12916.66667
1,Apartment,Ravi Gaurav Sankalp Phase I,625,46,L,Mira Road East,Ready to move,Resale,4600000,3833.333333
3,Apartment,Wadhwa Atmosphere Phase 1,1331,2.65,Cr,Mulund West,Under Construction,New,26500000,22083.33333
2,Apartment,Pratham City Light,1100,95,L,Sector 21 Kamothe,Ready to move,Resale,9500000,7916.666667
1,Apartment,Divisha Sanskriti Signature,1050,1.85,Cr,Borivali West,Ready to move,Resale,18500000,15416.66667
2,Apartment,Paradise Sai World City,820,1.2,Cr,Panvel,Ready to move,New,12000000,10000
3,Apartment,Lodha Luxuria Priva,1400,3.3,Cr,Thane West,Ready to move,Resale,33000000,27500
2,Apartment,Unimont Imperia,950,41.75,L,Khopoli,Under Construction,New,4175000,3479.166667
1,Apartment,Planet Planet NX,750,52,L,Kharghar,Ready to move,Resale,5200000,4333.333333
1,Apartment,RNA NG N G Hill Crest,725,56,L,Mira Road East,Under Construction,New,5600000,4666.666667
2,Apartment,Maa ZYNERGY,797,2.15,Cr,Chembur,Under Construction,New,21500000,17916.66667
3,Apartment,Kalpataru Hills,1650,2.05,Cr,Thane West,Ready to move,Unknown,20500000,17083.33333
4,Apartment,Hiranandani One Hiranandani Park,2650,4.75,Cr,Thane West,Ready to move,Unknown,47500000,39583.33333
1,Apartment,Raj Heritage,783,67,L,Mira Road East,Under Construction,New,6700000,5583.333333
1,Apartment,Lodha Crown,340,63.28,L,Thane West,Under Construction,New,6328000,5273.333333
3,Apartment,L And T L&T Veridian At Emerald Isle,950,3.3,Cr,Powai,Under Construction,New,33000000,27500
2,Apartment,Rassaz Greens ,1160,1.1,Cr,Mira Road East,Under Construction,New,11000000,9166.666667
2,Apartment,Strawberry Onyx,1155,82.14,L,Mira Road East,Ready to move,New,8214000,6845
2,Apartment,Chandiwala Pearl Palace,1000,2,Cr,Jogeshwari West,Ready to move,Resale,20000000,16666.66667
3,Apartment,Kalpataru Eternia At Kalpataru Parkcity,1009,1.82,Cr,Thane West,Under Construction,New,18200000,15166.66667
1,Apartment,Nipun Galaxy,311,58,L,Bhandup West,Under Construction,Resale,5800000,4833.333333
1,Apartment,JP North Celeste,710,67,L,Mira Road East,Ready to move,New,6700000,5583.333333
2,Apartment,Paras EL Signora Building 3,947,2.22,Cr,Andheri West,Ready to move,New,22200000,18500
1,Apartment,Ashar Axis,650,72,L,Thane West,Under Construction,New,7200000,6000
2,Apartment,Laxmi Shrushti Wing B,1000,1.77,Cr,Goregaon West,Ready to move,Resale,17700000,14750
2,Apartment,Reputed Builder The Empire,955,99,L,Airoli,Ready to move,Resale,9900000,8250
2,Apartment,Jaydev Gorai Laxmi CHSL Casa Bellisimo B Wing,668,1.4,Cr,Borivali West,Ready to move,New,14000000,11666.66667
4,Apartment,Hiranandani Rodas Enclave,2036,4.5,Cr,Thane West,Ready to move,Unknown,45000000,37500
3,Apartment,Runwal Pearl,1365,1.6,Cr,Thane West,Ready to move,Unknown,16000000,13333.33333
1,Apartment,Rustomjee Global City,510,31,L,Virar,Ready to move,Resale,3100000,2583.333333
3,Apartment,Kohinoor Eden B1,1500,59.9,L,Kalyan East,Under Construction,New,5990000,4991.666667
3,Apartment,Piramal Mahalaxmi Central Tower 2,1951,5.72,Cr,Mahalaxmi,Under Construction,New,57200000,47666.66667
1,Apartment,Piramal Vaikunth Cluster 4,459,73.44,L,Thane West,Under Construction,Unknown,7344000,6120
2,Apartment,Arihant Clan Aalishan Phase 1,830,95,L,Kharghar,Under Construction,Unknown,9500000,7916.666667
3,Apartment,Rustomjee Urbania,1500,1.9,Cr,Thane West,Ready to move,Resale,19000000,15833.33333
2,Apartment,Evershine Woods,920,80,L,Mira Road East,Ready to move,Resale,8000000,6666.666667
1,Apartment,Surya Gokul Garden,700,90,L,Kandivali East,Ready to move,Resale,9000000,7500
2,Apartment,Runwal Bliss,867,1.99,Cr,Kanjurmarg,Ready to move,New,19900000,16583.33333
1,Apartment,Rutu Enclave,480,48,L,Thane West,Ready to move,Resale,4800000,4000
2,Apartment,Evershine Amavi 303 Phase 1,702,58.5,L,Virar,Under Construction,New,5850000,4875
1,Apartment,Gurukrupa Param,381,71,L,Vikhroli,Under Construction,New,7100000,5916.666667
2,Apartment,JK IRIS,668,92,L,Mira Road East,Under Construction,New,9200000,7666.666667
3,Apartment,Lodha New Cuffe Parade,2061,3.92,Cr,Wadala,Ready to move,New,39200000,32666.66667
1,Apartment,Vision Heights,765,1.2,Cr,Jogeshwari West,Ready to move,Resale,12000000,10000
1,Apartment,Swaminarayan City Phase 1A,511,53.07,L,Dombivali,Under Construction,New,5307000,4422.5
1,Apartment,Piramal Revanta,600,92,L,Mulund West,Ready to move,Resale,9200000,7666.666667
1,Apartment,Riddhi Siddhi Heritage,560,88,L,Airoli,Ready to move,Resale,8800000,7333.333333
2,Apartment,Kasturi Regius,635,1.4,Cr,Kharghar,Under Construction,New,14000000,11666.66667
2,Apartment,Paradise Sai World City,850,1.24,Cr,Panvel,Ready to move,New,12400000,10333.33333
1,Apartment,Reputed Builder Balaji Krupa,650,84.99,L,Nerul,Ready to move,Resale,8499000,7082.5
2,Apartment,Paradise Sai World Dreams Phase 1,1170,75.5,L,Dombivali,Under Construction,New,7550000,6291.666667
2,Apartment,Dosti Dosti Tulip Dosti West County,912,95,L,Thane West,Under Construction,Unknown,9500000,7916.666667
3,Apartment,Swastik Chaitra,1650,2.3,Cr,Andheri West,Under Construction,New,23000000,19166.66667
2,Apartment,Reputed Builder Maitri Street,1120,85,L,Kamothe,Ready to move,Resale,8500000,7083.333333
2,Apartment,BP DPS Park View,980,1.55,Cr,Goregaon West,Under Construction,New,15500000,12916.66667
2,Apartment,Ajmera Golden Rays,900,2.7,Cr,Andheri West,Ready to move,Resale,27000000,22500
4,Apartment,Wadhwa 25 South Prabhadevi,2823,16.51,Cr,Prabhadevi,Under Construction,New,165100000,137583.3333
2,Apartment,Rustomjee Urbania Acura,963,1,Cr,Thane West,Ready to move,Unknown,10000000,8333.333333
3,Apartment,Runwal Garden City Dahlia,2100,1.9,Cr,Thane West,Ready to move,Unknown,19000000,15833.33333
1,Apartment,Today Utsav City,415,39,L,Panvel,Under Construction,New,3900000,3250
2,Apartment,Mahindra Vicino A3A4,813,2.4,Cr,Andheri East,Under Construction,New,24000000,20000
1,Apartment,JP North Phase 6 Alexa,530,61,L,Mira Road East,Under Construction,New,6100000,5083.333333
1,Apartment,Aesthetic Gardina CHSL,550,1.55,Cr,Santacruz East,Ready to move,New,15500000,12916.66667
2,Apartment,Reputed Builder Suraj Park,850,80,L,Kamothe,Ready to move,Resale,8000000,6666.666667
1,Apartment,Kohinoor Eden B7,400,31,L,Kalyan East,Under Construction,New,3100000,2583.333333
1,Apartment,Usha Radhe Krishna Park,500,24.2,L,Karjat,Ready to move,New,2420000,2016.666667
3,Apartment,Shapoorji Pallonji Vicinia,1068,3.52,Cr,Powai,Under Construction,New,35200000,29333.33333
2,Apartment,Siddharth Geetanjali Sujay,1325,1.3,Cr,Kharghar,Ready to move,Resale,13000000,10833.33333
3,Apartment,Lodha Codename Limited Edition,1368,2.55,Cr,Mulund East,Under Construction,New,25500000,21250
1,Apartment,Roha Realty Roha Vatika,439,99.5,L,Kurla,Under Construction,New,9950000,8291.666667
1,Apartment,Ajmera Yogi Hills,530,93,L,Mulund West,Ready to move,Resale,9300000,7750
2,Apartment,Cosmos Horizon,1065,1.35,Cr,Thane West,Ready to move,Unknown,13500000,11250
3,Apartment,L And T Emerald Isle,1136,3.42,Cr,Powai,Ready to move,New,34200000,28500
2,Apartment,Godrej Tranquil,985,1.8,Cr,Kandivali East,Ready to move,Resale,18000000,15000
2,Apartment,Tricity Sky,1110,80,L,Ulwe,Ready to move,Resale,8000000,6666.666667
1,Apartment,Strawberry Onyx,715,57,L,Mira Road East,Ready to move,Resale,5700000,4750
4,Apartment,Sheth Avalon,2579,4.5,Cr,Thane West,Ready to move,Unknown,45000000,37500
3,Apartment,Kalpataru Hills,1750,2.2,Cr,Thane West,Ready to move,Unknown,22000000,18333.33333
4,Apartment,Valencia And Mishal One Marina,3100,10.8,Cr,Marine Lines,Under Construction,New,108000000,90000
3,Apartment,Marathon Monte Vista,1020,2.2,Cr,Mulund West,Ready to move,Resale,22000000,18333.33333
2,Apartment,Reputed Builder Sai Niketan,1075,2.7,Cr,Dahisar,Ready to move,Resale,27000000,22500
3,Apartment,Agarwal Paramount,788,78.95,L,Virar,Ready to move,New,7895000,6579.166667
2,Apartment,A Surti Universal Cubical,1117,1.6,Cr,Jogeshwari West,Ready to move,Resale,16000000,13333.33333
3,Apartment,A Surti Universal Cubical,1370,2.25,Cr,Jogeshwari West,Ready to move,Resale,22500000,18750
1,Apartment,Satra Centrio,1200,1.5,Cr,Chembur,Ready to move,New,15000000,12500
2,Apartment,Reputed Builder Soham Gardens,1030,1.2,Cr,Thane West,Ready to move,Resale,12000000,10000
1,Apartment,Runwal Bliss,650,1.49,Cr,Kanjurmarg,Under Construction,Unknown,14900000,12416.66667
1,Apartment,Shantee Sargam Residency,680,27,L,Naigaon East,Under Construction,New,2700000,2250
3,Apartment,Kukreja Crystal,1350,1.9,Cr,Koper Khairane,Ready to move,Resale,19000000,15833.33333
2,Apartment,Puraniks Aarambh,968,64.99,L,Thane West,Ready to move,Resale,6499000,5415.833333
2,Apartment,Naman Bhumika Heights,1065,90,L,Kharghar,Ready to move,Resale,9000000,7500
2,Apartment,Indiabulls Greens 2,1246,63,L,Panvel,Ready to move,Resale,6300000,5250
1,Apartment,Shree Sawan Avenue 2,642,40,L,Taloja,Ready to move,Resale,4000000,3333.333333
1,Apartment,Sunteck One World,374,37,L,Naigaon East,Under Construction,New,3700000,3083.333333
2,Apartment,Indiabulls Greens,1256,63,L,Panvel,Ready to move,Resale,6300000,5250
3,Apartment,Swaraj Homes Simran Palace,1300,1.89,Cr,Sanpada,Ready to move,Resale,18900000,15750
2,Apartment,Delta Woods,1135,91.25,L,Mira Road East,Under Construction,New,9125000,7604.166667
2,Apartment,Dipti Spaces Aaryavarta,642,1.7,Cr,Andheri East,Ready to move,Resale,17000000,14166.66667
2,Apartment,Sheth Avalon,1250,1.75,Cr,Thane West,Ready to move,Unknown,17500000,14583.33333
4,Apartment,Omkar Alta Monte,3800,8,Cr,Malad East,Under Construction,New,80000000,66666.66667
2,Apartment,Raj Heritage,1060,94,L,Mira Road East,Under Construction,New,9400000,7833.333333
3,Apartment,Hiranandani Meadows,1400,3,Cr,Thane West,Ready to move,Unknown,30000000,25000
3,Apartment,Lodha Crown,1450,1.3,Cr,Thane West,Ready to move,Resale,13000000,10833.33333
2,Apartment,Rassaz Green Tower B And B1,1160,98,L,Mira Road East,Under Construction,New,9800000,8166.666667
3,Apartment,Godrej Urban Park,1650,3.05,Cr,Powai,Ready to move,New,30500000,25416.66667
4,Apartment,Kalpataru Siddhachal Elite,2813,4,Cr,Thane West,Ready to move,Unknown,40000000,33333.33333
2,Apartment,Siddhi Gayatri Heritage,960,1.18,Cr,Kharghar,Ready to move,Resale,11800000,9833.333333
3,Apartment,Reputed Builder Vasant Valley,1545,1.25,Cr,Kalyan West,Ready to move,Unknown,12500000,10416.66667
2,Apartment,Raj 127 Raj Homes A Wing,940,89,L,Mira Road East,Ready to move,New,8900000,7416.666667
4,Apartment,Tata Serein Phase 1,1603,3.28,Cr,Thane West,Under Construction,New,32800000,27333.33333
3,Apartment,Millennium Flora,763,95,L,Panvel,Under Construction,New,9500000,7916.666667
2,Apartment,Sheth Avalon,1250,1.75,Cr,Thane West,Ready to move,Unknown,17500000,14583.33333
1,Apartment,Raj Akshay,700,54,L,Mira Road East,Under Construction,New,5400000,4500
4,Apartment,Lodha Lodha Codename Never Before,1763,3.96,Cr,Malad West,Under Construction,New,39600000,33000
4,Apartment,Windsor Grande Residences,3300,9.5,Cr,Andheri West,Ready to move,Resale,95000000,79166.66667
2,Apartment,Raunak 108,945,80,L,Thane West,Under Construction,New,8000000,6666.666667
1,Apartment,Poddar Riviera Phase 1,594,28,L,Kalyan West,Under Construction,Unknown,2800000,2333.333333
1,Apartment,Jp Esquire,430,62.92,L,Bhayandar East,Under Construction,New,6292000,5243.333333
3,Apartment,Hiranandani One Hiranandani Park,2050,3.1,Cr,Thane West,Ready to move,Unknown,31000000,25833.33333
1,Apartment,Raj Exotica,695,54,L,Mira Road East,Ready to move,Resale,5400000,4500
3,Apartment,HDIL Metropolis Residences,1150,2.98,Cr,Andheri West,Ready to move,Resale,29800000,24833.33333
3,Apartment,Raj Heritage 2,1200,1.15,Cr,Mira Road East,Ready to move,New,11500000,9583.333333
4,Apartment,Vasant Vasant Vihar,2100,3,Cr,Thane West,Ready to move,Unknown,30000000,25000
2,Apartment,Lodha Splendora,654,1.05,Cr,Thane West,Ready to move,New,10500000,8750
1,Apartment,Vihang Valley,500,41,L,Thane West,Ready to move,Resale,4100000,3416.666667
2,Apartment,Rassaz Greens ,978,93,L,Mira Road East,Under Construction,New,9300000,7750
3,Apartment,Runwal Bliss,2050,4.7,Cr,Kanjurmarg,Under Construction,Unknown,47000000,39166.66667
4,Apartment,RNA NG Eclat,2100,5.5,Cr,Andheri West,Ready to move,New,55000000,45833.33333
1,Apartment,Aakash Nidhi,585,64,L,Mira Road East,Ready to move,Resale,6400000,5333.333333
1,Apartment,UK Iridium,506,77,L,Kandivali East,Under Construction,New,7700000,6416.666667
1,Studio Apartment,Ankur Grandeur,425,20,L,Nala Sopara,Under Construction,New,2000000,1666.666667
1,Apartment,Shiv Shakti Builders Tower 28,454,90.71,L,Malad East,Under Construction,New,9071000,7559.166667
3,Apartment,Hiranandani One Hiranandani Park,2050,3.1,Cr,Thane West,Ready to move,Unknown,31000000,25833.33333
2,Apartment,Rustomjee Urbania Atelier,950,1.05,Cr,Thane West,Ready to move,Resale,10500000,8750
2,Apartment,Tanvi Eminence Phase 2,788,75,L,Mira Road East,Ready to move,New,7500000,6250
3,Apartment,Nahar Excalibur,2364,6.5,Cr,Mahalaxmi,Ready to move,Resale,65000000,54166.66667
3,Apartment,Hiranandani Cardinal,1191,2.2,Cr,Thane West,Ready to move,Unknown,22000000,18333.33333
2,Apartment,Dedhia Builders And Developers Elcanto,820,1.22,Cr,Thane West,Ready to move,Resale,12200000,10166.66667
1,Apartment,Ravi Gaurav Valley,610,49.5,L,Mira Road East,Ready to move,Resale,4950000,4125
1,Apartment,Darvesh Darvesh Horizon,610,65,L,Mira Road East,Under Construction,New,6500000,5416.666667
1,Apartment,Reputed Builder Jay Vijay Nagri Phase 1,630,28,L,Naigaon East,Ready to move,Resale,2800000,2333.333333
1,Apartment,Godrej Tranquil,784,97,L,Kandivali East,Ready to move,New,9700000,8083.333333
1,Apartment,AV Samaira Residency,700,32.9,L,Vasai,Under Construction,New,3290000,2741.666667
3,Apartment,Neelkanth Greens,1650,2,Cr,Thane West,Ready to move,Unknown,20000000,16666.66667
1,Apartment,Ornate Ornate Height,650,36.5,L,Vasai,Under Construction,New,3650000,3041.666667
1,Apartment,Mahada New Tower,435,50.5,L,Malad West,Ready to move,Resale,5050000,4208.333333
1,Studio Apartment,Siroya Level The Residences,450,87,L,Jogeshwari West,Ready to move,New,8700000,7250
1,Apartment,Godrej Upavan,356,41.99,L,Bhiwandi,Under Construction,New,4199000,3499.166667
4,Apartment,Reputed Builder Adani Western Heights,2000,7.5,Cr,Andheri West,Ready to move,Resale,75000000,62500
1,Apartment,Millennium Flora,424,60,L,Panvel,Under Construction,New,6000000,5000
2,Apartment,Shree Ramdev Heights,628,76,L,Mira Road East,Under Construction,New,7600000,6333.333333
2,Apartment,Marathon Nexzone Aura 1,2124,97,L,Panvel,Under Construction,New,9700000,8083.333333
1,Apartment,Lodha Codename Central,479,49.99,L,Dombivali,Under Construction,New,4999000,4165.833333
2,Apartment,Kanakia Sanskruti,800,1.35,Cr,Kandivali East,Ready to move,Resale,13500000,11250
1,Apartment,Nisarg Hyde Park,700,68,L,Kharghar,Ready to move,Resale,6800000,5666.666667
3,Apartment,Agarwal Paramount,788,78.95,L,Virar,Ready to move,New,7895000,6579.166667
1,Apartment,Mahavir Kanti Arena,640,34.56,L,Nala Sopara,Ready to move,New,3456000,2880
4,Apartment,Vasant Vasant Vihar,2550,2.45,Cr,Thane West,Ready to move,Unknown,24500000,20416.66667
1,Apartment,Reputed Builder Shruti Park,512,60,L,Thane West,Ready to move,Resale,6000000,5000
3,Apartment,KK Dosti Oro 67,913,1.73,Cr,Kandivali West,Ready to move,New,17300000,14416.66667
2,Apartment,Reputed Builder The Skyline,955,81,L,Mira Road East,Ready to move,Resale,8100000,6750
1,Apartment,Puraniks Grand Central,874,1.14,Cr,Thane West,Under Construction,New,11400000,9500
2,Apartment,Kohinoor Lifestyle,1050,85,L,Kalyan West,Ready to move,Unknown,8500000,7083.333333
1,Apartment,New Global F Building,670,31.99,L,Bhiwandi,Ready to move,Unknown,3199000,2665.833333
1,Apartment,Reputed Builder Kasarvadavali,650,51.5,L,kasaradavali thane west,Ready to move,Resale,5150000,4291.666667
1,Apartment,Rachana Enclave,730,62,L,Panvel,Under Construction,New,6200000,5166.666667
1,Apartment,Reputed Builder Karma Apartment,540,35,L,Vasai,Ready to move,Resale,3500000,2916.666667
2,Apartment,Shree Nidhi Heights B Wing,1020,85,L,Mira Road East,Under Construction,New,8500000,7083.333333
4,Apartment,Lodha Woods,1950,3.8,Cr,Kandivali East,Under Construction,New,38000000,31666.66667
1,Apartment,Nandkumar Janki Legacy,665,59.69,L,Mira Road East,Under Construction,New,5969000,4974.166667
3,Apartment,Lodha New Cuffe Parade Lodha Altia,1321,4,Cr,Wadala,Under Construction,New,40000000,33333.33333
1,Apartment,Reputed Builder Mercury Tower,600,85,L,Airoli,Ready to move,Resale,8500000,7083.333333
4,Apartment,Raheja Reflections Odyssey,3000,9,Cr,Kandivali East,Ready to move,Resale,90000000,75000
2,Apartment,Raunak Laxmi Narayan Residency,1050,1.35,Cr,Thane West,Ready to move,Unknown,13500000,11250
1,Apartment,Prescon Midtown Bay,550,1.55,Cr,Mahim,Under Construction,New,15500000,12916.66667
3,Apartment,Pratham Varadvinayak Saffron Heights,1354,4.95,Cr,Andheri West,Under Construction,New,49500000,41250
2,Apartment,Swaraj Homes Rohini Niwas,755,1.5,Cr,Vikhroli,Ready to move,Resale,15000000,12500
3,Apartment,Neelam Solstice Phase I,1255,2.2,Cr,Ghatkopar East,Ready to move,New,22000000,18333.33333
2,Apartment,Lodha Luxuria Priva,1260,1.25,Cr,Thane West,Ready to move,Unknown,12500000,10416.66667
2,Apartment,Vraj ShreeJi Vraj Bhoomi,902,85,L,Thane West,Ready to move,Resale,8500000,7083.333333
1,Apartment,Lodha Codename Premier,891,46.99,L,Dombivali,Ready to move,New,4699000,3915.833333
1,Apartment,Sheth Irene Wing A Phase 1,435,1.16,Cr,Malad West,Under Construction,Unknown,11600000,9666.666667
2,Apartment,Hiranandani Fortune City,778,1.11,Cr,Panvel,Ready to move,New,11100000,9250
6,Apartment,T Bhimjyani The Verraton,4300,6.2,Cr,Thane West,Ready to move,Unknown,62000000,51666.66667
2,Apartment,Shankheshwar Heights,820,95,L,Dombivali,Ready to move,Resale,9500000,7916.666667
2,Apartment,Divine Space Ambrosia Apartment,1250,2.12,Cr,Borivali East,Ready to move,Resale,21200000,17666.66667
4,Apartment,Modispaces Volga,2000,4.25,Cr,Borivali West,Under Construction,Unknown,42500000,35416.66667
2,Apartment,Avant Heritage III,700,1.3,Cr,Jogeshwari East,Under Construction,New,13000000,10833.33333
4,Apartment,Hiranandani One Hiranandani Park,2650,4.75,Cr,Thane West,Ready to move,Unknown,47500000,39583.33333
1,Apartment,Drushti Embassy,694,1.6,Cr,Ghatkopar East,Ready to move,New,16000000,13333.33333
2,Apartment,Raj Heritage,1150,94,L,Mira Road East,Ready to move,Resale,9400000,7833.333333
2,Apartment,Veena Smart Homes,823,1.57,Cr,Kandivali West,Ready to move,New,15700000,13083.33333
2,Apartment,MICL Aradhya D And E Tower,698,98,L,Bhayandar East,Under Construction,New,9800000,8166.666667
1,Apartment,Puneet Shivalaya,440,68,L,Vikhroli,Under Construction,New,6800000,5666.666667
3,Apartment,Regency Regency Heights,1530,1.95,Cr,Thane West,Ready to move,Resale,19500000,16250
3,Apartment,Lodha World Crest,2500,10.5,Cr,Lower Parel,Ready to move,Resale,105000000,87500
1,Apartment,Umiya Oasis,715,56,L,Mira Road East,Under Construction,New,5600000,4666.666667
2,Apartment,VBHC VBHC Greenwoods,793,25,L,Palghar,Ready to move,Resale,2500000,2083.333333
3,Apartment,Neelkanth Greens,1650,1.9,Cr,Thane West,Ready to move,Unknown,19000000,15833.33333
2,Apartment,Rizvi Cedar,680,1.34,Cr,Malad East,Ready to move,Resale,13400000,11166.66667
1,Apartment,Gurukrupa Aramus Galassia,267,56.13,L,Ulwe,Under Construction,New,5613000,4677.5
3,Apartment,Lodha Woods,1121,2.25,Cr,Kandivali East,Under Construction,New,22500000,18750
2,Apartment,Techno Vision Vivanta Marvel,1140,93.82,L,Mira Road East,Under Construction,New,9382000,7818.333333
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale,2000000,1666.666667
1,Apartment,Rishabraj Sankeshwar Darshan,539,1,Cr,Borivali East,Under Construction,Unknown,10000000,8333.333333
3,Apartment,Neelkanth Lake View,2150,3,Cr,Thane West,Under Construction,Unknown,30000000,25000
3,Apartment,Lodha Bel Air,1091,2.85,Cr,Jogeshwari West,Ready to move,Unknown,28500000,23750
1,Apartment,Lodha The Lodha Palava Township,938,46.8,L,Dombivali,Ready to move,New,4680000,3900
4,Apartment,Asaya Avisaa,1632,3.5,Cr,Sanpada,Under Construction,Unknown,35000000,29166.66667
3,Apartment,Sara Unione,1550,4.25,Cr,Chembur,Under Construction,Unknown,42500000,35416.66667
2,Apartment,Umiya Oasis,530,88,L,Mira Road East,Under Construction,New,8800000,7333.333333
2,Apartment,SKD Pinnacolo NX,780,84,L,Mira Road East,Under Construction,New,8400000,7000
1,Apartment,Nicon Infinity,705,37.14,L,Vasai,Ready to move,New,3714000,3095
2,Apartment,Raymond Raymond Realty TenX Habitat,906,1.54,Cr,Thane West,Under Construction,New,15400000,12833.33333
2,Apartment,Reputed Builder Shree Ambika Complex,950,1.25,Cr,Ghansoli,Ready to move,Resale,12500000,10416.66667
2,Apartment,Lodha Amara Tower 26 27 28 30 34 35,609,1.24,Cr,Thane West,Ready to move,New,12400000,10333.33333
1,Apartment,Raj Akshay,690,62.5,L,Mira Road East,Ready to move,New,6250000,5208.333333
1,Apartment,Drushti Embassy,694,1.6,Cr,Ghatkopar East,Ready to move,New,16000000,13333.33333
4,Apartment,Rajyog Odina,1824,3.64,Cr,Chembur,Ready to move,New,36400000,30333.33333
1,Apartment,Lodha Majiwada Tower 5,338,62.5,L,Thane West,Under Construction,New,6250000,5208.333333
1,Apartment,Paradise Sai Suncity,430,38,L,Taloja,Under Construction,New,3800000,3166.666667
1,Apartment,Parshv Glory,331,13.33,L,Palghar,Ready to move,New,1333000,1110.833333
2,Apartment,SN Medtiya Raviraj,950,75,L,Mira Road East,Under Construction,New,7500000,6250
2,Apartment,Shapoorji Pallonji Northern Lights,918,1.03,Cr,Thane West,Under Construction,Unknown,10300000,8583.333333
1,Apartment,Ekta Parksville Phase III,375,29,L,Virar,Ready to move,Resale,2900000,2416.666667
1,Apartment,Sai Balaji Gopal,632,43.92,L,Dombivali,Under Construction,New,4392000,3660
2,Apartment,Gundecha Ave Maria Apartment,900,3.4,Cr,Santacruz West,Ready to move,Resale,34000000,28333.33333
2,Apartment,Kakad Paradise Phase 2,1000,85,L,Mira Road East,Under Construction,New,8500000,7083.333333
1,Apartment,Panvelkar Realty Nisarg Phase II,686,24.6,L,Badlapur East,Under Construction,Unknown,2460000,2050
1,Apartment,MICL Aaradhya Highpark Project 1 Of Phase I,480,72,L,Bhayandar East,Ready to move,New,7200000,6000
1,Apartment,Lodha Quality Home Tower 2,510,56,L,Thane West,Under Construction,New,5600000,4666.666667
2,Apartment,Runwal Gardens,497,50,L,Dombivali,Under Construction,New,5000000,4166.666667
1,Apartment,L And T L&T Veridian At Emerald Isle,360,1.2,Cr,Powai,Under Construction,New,12000000,10000
